Date,Daily ROR,Index Value
02/19/2014,-0.03%,1233.12
02/18/2014,0.27%,1233.45
02/14/2014,0.07%,1230.14
02/13/2014,0.23%,1229.3
02/12/2014,-0.03%,1226.51
02/11/2014,0.24%,1226.87
02/10/2014,0.04%,1223.95
02/07/2014,0.42%,1223.5
02/06/2014,0.30%,1218.36
02/05/2014,0.01%,1214.75
02/04/2014,-0.12%,1214.67
02/03/2014,-0.52%,1216.14
01/31/2014,-0.12%,1222.5
01/30/2014,0.15%,1223.94
01/29/2014,0.00%,1222.09
01/28/2014,0.35%,1222.06
01/27/2014,-0.40%,1217.74
01/24/2014,-0.57%,1222.62
01/23/2014,-0.18%,1229.62
01/22/2014,0.04%,1231.86
01/21/2014,-0.01%,1231.35
01/17/2014,0.05%,1231.47
01/16/2014,-0.01%,1230.9
01/15/2014,0.25%,1231
01/14/2014,0.11%,1227.9
01/13/2014,-0.27%,1226.56
01/10/2014,0.17%,1229.85
01/09/2014,0.01%,1227.75
01/08/2014,0.27%,1227.62
01/07/2014,0.18%,1224.34
01/06/2014,-0.01%,1222.08
01/03/2014,-0.10%,1222.2
01/02/2014,-0.17%,1223.46
12/31/2013,0.16%,1225.49
12/30/2013,0.02%,1223.52
12/27/2013,0.09%,1223.26
12/26/2013,0.04%,1222.17
12/24/2013,0.10%,1221.62
12/23/2013,0.14%,1220.42
12/20/2013,0.09%,1218.74
12/19/2013,0.17%,1217.61
12/18/2013,0.18%,1215.57
12/17/2013,0.04%,1213.34
12/16/2013,0.13%,1212.8
12/13/2013,0.02%,1211.23
12/12/2013,-0.10%,1211.05
12/11/2013,-0.20%,1212.2
12/10/2013,-0.10%,1214.66
12/09/2013,0.16%,1215.91
12/06/2013,0.17%,1214.03
12/05/2013,-0.08%,1211.92
12/04/2013,-0.20%,1212.91
12/03/2013,-0.22%,1215.29
12/02/2013,-0.06%,1218
11/29/2013,0.20%,1218.68
11/27/2013,0.07%,1216.23
11/26/2013,0.10%,1215.36
11/25/2013,0.01%,1214.13
11/22/2013,0.18%,1213.96
11/21/2013,0.13%,1211.83
11/20/2013,-0.12%,1210.26
11/19/2013,-0.16%,1211.74
11/18/2013,0.07%,1213.62
11/15/2013,0.10%,1212.78
11/14/2013,0.11%,1211.55
11/13/2013,0.09%,1210.2
11/12/2013,0.02%,1209.14
11/11/2013,0.09%,1208.85
11/08/2013,-0.01%,1207.78
11/07/2013,-0.14%,1207.95
11/06/2013,-0.06%,1209.64
11/05/2013,-0.23%,1210.35
11/04/2013,0.13%,1213.1
11/01/2013,-0.04%,1211.48
10/31/2013,0.02%,1211.99
10/30/2013,-0.03%,1211.74
10/29/2013,0.01%,1212.15
10/28/2013,-0.02%,1212.06
10/25/2013,-0.05%,1212.24
10/24/2013,0.18%,1212.82
10/23/2013,-0.15%,1210.68
10/22/2013,0.10%,1212.45
10/21/2013,0.04%,1211.19
10/18/2013,0.16%,1210.67
10/17/2013,0.27%,1208.77
10/16/2013,0.12%,1205.54
10/15/2013,0.04%,1204.13
10/14/2013,0.06%,1203.64
10/11/2013,0.27%,1202.97
10/10/2013,0.39%,1199.72
10/09/2013,-0.12%,1195.02
10/08/2013,-0.24%,1196.39
10/07/2013,-0.18%,1199.27
10/04/2013,0.10%,1201.41
10/03/2013,-0.07%,1200.26
10/02/2013,0.02%,1201.04
10/01/2013,0.27%,1200.84
09/30/2013,-0.12%,1197.61
09/27/2013,-0.06%,1199.03
09/26/2013,0.05%,1199.72
09/25/2013,-0.06%,1199.07
09/24/2013,0.00%,1199.74
09/23/2013,-0.05%,1199.78
09/20/2013,-0.05%,1200.37
09/19/2013,0.00%,1201.01
09/18/2013,0.21%,1200.96
09/17/2013,-0.01%,1198.47
09/16/2013,0.10%,1198.58
09/13/2013,0.06%,1197.44
09/12/2013,0.01%,1196.68
09/11/2013,0.00%,1196.56
09/10/2013,0.23%,1196.51
09/09/2013,0.23%,1193.81
09/06/2013,-0.07%,1191.11
09/05/2013,0.15%,1191.97
09/04/2013,0.10%,1190.17
09/03/2013,0.23%,1188.97
08/30/2013,-0.09%,1186.26
08/29/2013,0.17%,1187.39
08/28/2013,-0.17%,1185.36
08/27/2013,-0.41%,1187.4
08/26/2013,0.00%,1192.23
08/23/2013,0.07%,1192.22
08/22/2013,0.13%,1191.33
08/21/2013,-0.07%,1189.77
08/20/2013,0.07%,1190.63
08/19/2013,-0.16%,1189.85
08/16/2013,-0.04%,1191.79
08/15/2013,-0.31%,1192.21
08/14/2013,-0.06%,1195.95
08/13/2013,-0.02%,1196.69
08/12/2013,-0.09%,1196.92
08/09/2013,-0.03%,1198.01
08/08/2013,0.12%,1198.42
08/07/2013,-0.14%,1196.98
08/06/2013,-0.20%,1198.66
08/05/2013,0.02%,1201.07
08/02/2013,0.18%,1200.79
08/01/2013,0.17%,1198.64
07/31/2013,0.06%,1196.6
07/30/2013,0.16%,1195.94
07/29/2013,-0.09%,1194.03
07/26/2013,-0.19%,1195.12
07/25/2013,-0.09%,1197.44
07/24/2013,-0.03%,1198.55
07/23/2013,-0.10%,1198.88
07/22/2013,0.06%,1200.03
07/19/2013,-0.06%,1199.36
07/18/2013,0.19%,1200.11
07/17/2013,0.16%,1197.88
07/16/2013,-0.03%,1195.92
07/15/2013,0.07%,1196.25
07/12/2013,0.12%,1195.45
07/11/2013,0.25%,1194.05
07/10/2013,-0.05%,1191.05
07/09/2013,0.27%,1191.62
07/08/2013,0.11%,1188.43
07/05/2013,0.16%,1187.11
07/03/2013,-0.11%,1185.23
07/02/2013,-0.07%,1186.56
07/01/2013,0.22%,1187.34
06/28/2013,0.03%,1184.67
06/27/2013,0.38%,1184.34
06/26/2013,0.23%,1179.84
06/25/2013,0.07%,1177.15
06/24/2013,-0.46%,1176.35
06/21/2013,-0.03%,1181.79
06/20/2013,-0.78%,1182.09
06/19/2013,-0.19%,1191.43
06/18/2013,0.18%,1193.68
06/17/2013,0.20%,1191.51
06/14/2013,0.07%,1189.13
06/13/2013,0.07%,1188.31
06/12/2013,-0.27%,1187.43
06/11/2013,-0.29%,1190.7
06/10/2013,0.02%,1194.21
06/07/2013,0.27%,1194
06/06/2013,-0.20%,1190.78
06/05/2013,-0.38%,1193.19
06/04/2013,0.06%,1197.69
06/03/2013,-0.30%,1196.99
05/31/2013,-0.18%,1200.59
05/30/2013,-0.01%,1202.79
05/29/2013,-0.20%,1202.94
05/28/2013,0.19%,1205.36
05/24/2013,0.11%,1203.13
05/23/2013,-0.36%,1201.87
05/22/2013,-0.04%,1206.26
05/21/2013,-0.12%,1206.7
05/20/2013,-0.02%,1208.09
05/17/2013,0.16%,1208.33
05/16/2013,0.07%,1206.38
05/15/2013,0.12%,1205.49
05/14/2013,0.24%,1204.05
05/13/2013,-0.09%,1201.11
05/10/2013,0.02%,1202.13
05/09/2013,0.06%,1201.87
05/08/2013,0.21%,1201.16
05/07/2013,0.19%,1198.65
05/06/2013,0.09%,1196.34
05/03/2013,0.22%,1195.31
05/02/2013,0.22%,1192.74
05/01/2013,-0.13%,1190.16
04/30/2013,0.17%,1191.67
04/29/2013,0.06%,1189.7
04/26/2013,-0.02%,1189.03
04/25/2013,0.09%,1189.24
04/24/2013,0.15%,1188.19
04/23/2013,0.33%,1186.43
04/22/2013,0.05%,1182.49
04/19/2013,0.12%,1181.95
04/18/2013,-0.06%,1180.48
04/17/2013,-0.17%,1181.17
04/16/2013,0.14%,1183.21
04/15/2013,-0.44%,1181.51
04/12/2013,0.01%,1186.75
04/11/2013,0.25%,1186.64
04/10/2013,0.28%,1183.74
04/09/2013,0.04%,1180.49
04/08/2013,0.11%,1180.04
04/05/2013,-0.08%,1178.73
04/04/2013,-0.06%,1179.69
04/03/2013,-0.15%,1180.4
04/02/2013,-0.04%,1182.16
04/01/2013,-0.15%,1182.6
03/28/2013,0.03%,1184.32
03/27/2013,-0.03%,1184
03/26/2013,0.05%,1184.31
03/25/2013,-0.02%,1183.72
03/22/2013,-0.08%,1183.96
03/21/2013,-0.08%,1184.92
03/20/2013,0.11%,1185.87
03/19/2013,-0.06%,1184.63
03/18/2013,-0.07%,1185.28
03/15/2013,0.01%,1186.17
03/14/2013,0.16%,1186
03/13/2013,0.04%,1184.06
03/12/2013,-0.02%,1183.6
03/11/2013,0.03%,1183.78
03/08/2013,0.11%,1183.37
03/07/2013,0.07%,1182.09
03/06/2013,0.05%,1181.28
03/05/2013,0.31%,1180.71
03/04/2013,0.00%,1177.05
03/01/2013,0.10%,1177.09
02/28/2013,0.04%,1175.91
02/27/2013,0.31%,1175.4
02/26/2013,0.02%,1171.79
02/25/2013,-0.23%,1171.56
02/22/2013,0.07%,1174.24
02/21/2013,-0.29%,1173.39
02/20/2013,-0.13%,1176.8
02/19/2013,0.11%,1178.28
02/15/2013,-0.02%,1177.04
02/14/2013,0.00%,1177.3
02/13/2013,0.11%,1177.28
02/12/2013,0.11%,1175.94
02/11/2013,0.01%,1174.7
02/08/2013,0.06%,1174.62
02/07/2013,0.06%,1173.87
02/06/2013,0.03%,1173.23
02/05/2013,0.16%,1172.88
02/04/2013,-0.23%,1170.98
02/01/2013,0.24%,1173.66
01/31/2013,0.22%,1170.83
01/30/2013,-0.14%,1168.3
01/29/2013,0.22%,1169.92
01/28/2013,0.00%,1167.36
01/25/2013,0.01%,1167.37
01/24/2013,0.12%,1167.31
01/23/2013,0.05%,1165.85
01/22/2013,0.04%,1165.25
01/18/2013,-0.01%,1164.83
01/17/2013,0.26%,1164.93
01/16/2013,0.11%,1161.96
01/15/2013,-0.05%,1160.68
01/14/2013,0.15%,1161.26
01/11/2013,-0.05%,1159.53
01/10/2013,0.23%,1160.16
01/09/2013,0.15%,1157.47
01/08/2013,0.09%,1155.74
01/07/2013,-0.01%,1154.68
01/04/2013,0.02%,1154.81
01/03/2013,0.16%,1154.56
01/02/2013,0.38%,1152.69
12/31/2012,0.33%,1148.34
12/28/2012,-0.08%,1144.54
12/27/2012,0.04%,1145.42
12/26/2012,-0.09%,1144.93
12/24/2012,0.00%,1145.96
12/21/2012,-0.17%,1146
12/20/2012,0.08%,1147.95
12/19/2012,0.05%,1147.02
12/18/2012,0.22%,1146.5
12/17/2012,0.11%,1144.03
12/14/2012,0.04%,1142.77
12/13/2012,-0.17%,1142.26
12/12/2012,0.08%,1144.21
12/11/2012,0.12%,1143.29
12/10/2012,0.04%,1141.87
12/07/2012,0.10%,1141.39
12/06/2012,0.20%,1140.3
12/05/2012,0.15%,1138.06
12/04/2012,0.02%,1136.4
12/03/2012,-0.15%,1136.19
11/30/2012,0.17%,1137.92
11/29/2012,0.12%,1136.03
11/28/2012,0.03%,1134.61
11/27/2012,0.04%,1134.25
11/26/2012,-0.04%,1133.79
11/23/2012,0.21%,1134.25
11/21/2012,0.02%,1131.87
11/20/2012,0.00%,1131.64
11/19/2012,0.24%,1131.64
11/16/2012,0.06%,1128.92
11/15/2012,-0.10%,1128.23
11/14/2012,-0.14%,1129.36
11/13/2012,-0.15%,1130.92
11/12/2012,-0.02%,1132.59
11/09/2012,-0.01%,1132.76
11/08/2012,-0.12%,1132.83
11/07/2012,-0.25%,1134.21
11/06/2012,0.19%,1137.09
11/05/2012,0.03%,1134.96
11/02/2012,-0.08%,1134.67
11/01/2012,0.20%,1135.55
10/31/2012,-0.13%,1133.25
10/30/2012,0.00%,1134.68
10/29/2012,-0.06%,1134.63
10/26/2012,-0.07%,1135.27
10/25/2012,0.09%,1136.11
10/24/2012,-0.08%,1135.13
10/23/2012,-0.24%,1136.02
10/22/2012,-0.09%,1138.73
10/19/2012,-0.14%,1139.73
10/18/2012,-0.03%,1141.34
10/17/2012,0.01%,1141.68
10/16/2012,0.14%,1141.52
10/15/2012,0.06%,1139.95
10/12/2012,-0.04%,1139.27
10/11/2012,0.14%,1139.73
10/10/2012,-0.12%,1138.09
10/09/2012,-0.12%,1139.42
10/08/2012,-0.05%,1140.79
10/05/2012,0.01%,1141.31
10/04/2012,0.11%,1141.18
10/03/2012,-0.01%,1139.95
10/02/2012,0.00%,1140.02
10/01/2012,0.07%,1139.98
09/28/2012,-0.01%,1139.19
09/27/2012,0.16%,1139.35
09/26/2012,-0.25%,1137.54
09/25/2012,-0.07%,1140.35
09/24/2012,-0.06%,1141.12
09/21/2012,0.08%,1141.85
09/20/2012,-0.08%,1140.9
09/19/2012,-0.01%,1141.86
09/18/2012,0.00%,1141.94
09/17/2012,-0.15%,1141.98
09/14/2012,0.17%,1143.67
09/13/2012,0.22%,1141.69
09/12/2012,0.00%,1139.16
09/11/2012,0.14%,1139.16
09/10/2012,-0.12%,1137.59
09/07/2012,0.09%,1138.96
09/06/2012,0.24%,1137.92
09/05/2012,-0.02%,1135.2
09/04/2012,0.05%,1135.39
08/31/2012,0.20%,1134.81
08/30/2012,-0.08%,1132.57
08/29/2012,0.03%,1133.47
08/28/2012,0.01%,1133.11
08/27/2012,-0.06%,1133.01
08/24/2012,0.04%,1133.66
08/23/2012,-0.04%,1133.25
08/22/2012,-0.09%,1133.74
08/21/2012,0.01%,1134.76
08/20/2012,0.02%,1134.65
08/17/2012,0.00%,1134.46
08/16/2012,-0.02%,1134.5
08/15/2012,0.05%,1134.67
08/14/2012,0.06%,1134.15
08/13/2012,-0.02%,1133.45
08/10/2012,-0.03%,1133.65
08/09/2012,0.04%,1133.95
08/08/2012,0.05%,1133.5
08/07/2012,0.16%,1132.98
08/06/2012,0.08%,1131.12
08/03/2012,0.19%,1130.19
08/02/2012,0.01%,1128.1
08/01/2012,-0.09%,1127.97
07/31/2012,0.07%,1129.03
07/30/2012,0.05%,1128.25
07/27/2012,0.19%,1127.69
07/26/2012,-0.02%,1125.57
07/25/2012,0.02%,1125.8
07/24/2012,-0.10%,1125.54
07/23/2012,-0.28%,1126.64
07/20/2012,0.02%,1129.83
07/19/2012,-0.06%,1129.65
07/18/2012,0.02%,1130.31
07/17/2012,0.08%,1130.09
07/16/2012,0.03%,1129.24
07/13/2012,0.19%,1128.93
07/12/2012,0.02%,1126.83
07/11/2012,-0.04%,1126.56
07/10/2012,0.08%,1127.05
07/09/2012,0.01%,1126.15
07/06/2012,-0.08%,1126.07
07/05/2012,0.14%,1126.98
07/03/2012,0.09%,1125.45
07/02/2012,0.13%,1124.43
06/29/2012,0.04%,1122.95
06/28/2012,-0.03%,1122.46
06/27/2012,0.16%,1122.75
06/26/2012,0.09%,1120.98
06/25/2012,-0.14%,1119.98
06/22/2012,-0.02%,1121.54
06/21/2012,-0.13%,1121.81
06/20/2012,0.01%,1123.25
06/19/2012,0.19%,1123.16
06/18/2012,0.08%,1121.01
06/15/2012,0.09%,1120.16
06/14/2012,-0.03%,1119.12
06/13/2012,-0.23%,1119.49
06/12/2012,0.11%,1122.04
06/11/2012,-0.22%,1120.79
06/08/2012,0.17%,1123.22
06/07/2012,0.08%,1121.32
06/06/2012,0.06%,1120.45
06/05/2012,0.13%,1119.76
06/04/2012,-0.31%,1118.3
06/01/2012,-0.40%,1121.82
05/31/2012,-0.10%,1126.27
05/30/2012,-0.10%,1127.38
05/29/2012,0.18%,1128.51
05/25/2012,0.09%,1126.43
05/24/2012,-0.03%,1125.46
05/23/2012,0.11%,1125.81
05/22/2012,0.05%,1124.62
05/21/2012,0.23%,1124.06
05/18/2012,-0.39%,1121.46
05/17/2012,-0.35%,1125.85
05/16/2012,-0.16%,1129.81
05/15/2012,-0.13%,1131.63
05/14/2012,-0.27%,1133.09
05/11/2012,-0.03%,1136.11
05/10/2012,0.05%,1136.45
05/09/2012,-0.17%,1135.89
05/08/2012,-0.10%,1137.79
05/07/2012,-0.11%,1138.9
05/04/2012,-0.37%,1140.1
05/03/2012,-0.21%,1144.33
05/02/2012,0.06%,1146.7
05/01/2012,0.03%,1145.99
04/30/2012,0.07%,1145.59
04/27/2012,0.15%,1144.81
04/26/2012,0.13%,1143.07
04/25/2012,0.21%,1141.54
04/24/2012,0.02%,1139.14
04/23/2012,-0.17%,1138.9
04/20/2012,0.04%,1140.87
04/19/2012,0.00%,1140.47
04/18/2012,0.04%,1140.44
04/17/2012,0.24%,1140.01
04/16/2012,-0.19%,1137.23
04/13/2012,0.00%,1139.38
04/12/2012,0.22%,1139.39
04/11/2012,-0.01%,1136.93
04/10/2012,-0.31%,1137.01
04/09/2012,-0.25%,1140.53
04/05/2012,0.06%,1143.34
04/04/2012,-0.32%,1142.68
04/03/2012,-0.06%,1146.35
04/02/2012,0.25%,1147.05
03/30/2012,0.12%,1144.24
03/29/2012,-0.12%,1142.85
03/28/2012,-0.16%,1144.26
03/27/2012,-0.09%,1146.09
03/26/2012,0.25%,1147.15
03/23/2012,0.06%,1144.24
03/22/2012,-0.22%,1143.59
03/21/2012,0.00%,1146.12
03/20/2012,-0.19%,1146.1
03/19/2012,0.01%,1148.29
03/16/2012,0.11%,1148.18
03/15/2012,0.01%,1146.98
03/14/2012,-0.12%,1146.85
03/13/2012,0.31%,1148.25
03/12/2012,-0.09%,1144.68
03/09/2012,0.18%,1145.71
03/08/2012,0.32%,1143.66
03/07/2012,0.17%,1139.97
03/06/2012,-0.46%,1138.02
03/05/2012,-0.27%,1143.24
03/02/2012,-0.01%,1146.31
03/01/2012,0.17%,1146.48
02/29/2012,-0.01%,1144.51
02/28/2012,0.10%,1144.67
02/27/2012,0.04%,1143.51
02/24/2012,0.07%,1143.09
02/23/2012,0.11%,1142.34
02/22/2012,0.04%,1141.06
02/21/2012,0.02%,1140.57
02/17/2012,0.00%,1140.34
02/16/2012,0.11%,1140.38
02/15/2012,0.09%,1139.09
02/14/2012,0.00%,1138.12
02/13/2012,0.12%,1138.12
02/10/2012,-0.12%,1136.76
02/09/2012,0.08%,1138.09
02/08/2012,0.06%,1137.21
02/07/2012,0.13%,1136.5
02/06/2012,0.06%,1135.04
02/03/2012,0.25%,1134.34
02/02/2012,-0.02%,1131.46
02/01/2012,0.29%,1131.68
01/31/2012,0.16%,1128.46
01/30/2012,-0.03%,1126.64
01/27/2012,0.09%,1127.01
01/26/2012,0.12%,1126.05
01/25/2012,0.22%,1124.71
01/24/2012,0.02%,1122.27
01/23/2012,0.01%,1122.09
01/20/2012,-0.04%,1121.99
01/19/2012,0.00%,1122.4
01/18/2012,0.10%,1122.42
01/17/2012,0.07%,1121.25
01/13/2012,0.05%,1120.51
01/12/2012,0.00%,1119.9
01/11/2012,0.07%,1119.91
01/10/2012,0.22%,1119.13
01/09/2012,0.02%,1116.66
01/06/2012,0.10%,1116.44
01/05/2012,0.19%,1115.34
01/04/2012,0.12%,1113.18
01/03/2012,0.23%,1111.88
12/30/2011,0.06%,1109.36
12/29/2011,0.10%,1108.74
12/28/2011,-0.02%,1107.65
12/27/2011,-0.11%,1107.91
12/23/2011,0.07%,1109.13
12/22/2011,0.11%,1108.32
12/21/2011,-0.10%,1107.1
12/20/2011,0.20%,1108.21
12/19/2011,-0.13%,1106.05
12/16/2011,0.13%,1107.53
12/15/2011,0.08%,1106.12
12/14/2011,-0.27%,1105.23
12/13/2011,-0.12%,1108.27
12/12/2011,-0.26%,1109.55
12/09/2011,0.16%,1112.46
12/08/2011,-0.21%,1110.66
12/07/2011,-0.05%,1113.02
12/06/2011,0.07%,1113.62
12/05/2011,0.08%,1112.89
12/02/2011,0.01%,1111.98
12/01/2011,-0.20%,1111.84
11/30/2011,0.41%,1114.07
11/29/2011,-0.02%,1109.55
11/28/2011,0.10%,1109.81
11/25/2011,-0.12%,1108.71
11/23/2011,-0.17%,1110
11/22/2011,-0.10%,1111.93
11/21/2011,-0.42%,1113.1
11/18/2011,-0.10%,1117.75
11/17/2011,-0.24%,1118.83
11/16/2011,-0.15%,1121.56
11/15/2011,0.09%,1123.23
11/14/2011,-0.06%,1122.2
11/11/2011,0.07%,1122.92
11/10/2011,0.05%,1122.14
11/09/2011,-0.41%,1121.56
11/08/2011,0.14%,1126.19
11/07/2011,0.10%,1124.67
11/04/2011,-0.02%,1123.54
11/03/2011,0.21%,1123.78
11/02/2011,0.08%,1121.38
11/01/2011,-0.30%,1120.45
10/31/2011,-0.01%,1123.79
10/28/2011,0.04%,1123.91
10/27/2011,0.15%,1123.47
10/26/2011,0.16%,1121.82
10/25/2011,-0.03%,1120.08
10/24/2011,0.05%,1120.45
10/21/2011,0.07%,1119.86
10/20/2011,0.02%,1119.12
10/19/2011,0.03%,1118.85
10/18/2011,0.11%,1118.47
10/17/2011,0.04%,1117.25
10/14/2011,0.15%,1116.84
10/13/2011,0.03%,1115.15
10/12/2011,0.17%,1114.83
10/11/2011,-0.15%,1112.96
10/10/2011,0.15%,1114.59
10/07/2011,-0.07%,1112.98
10/06/2011,0.20%,1113.75
10/05/2011,0.25%,1111.51
10/04/2011,-0.32%,1108.74
10/03/2011,-0.22%,1112.31
09/30/2011,-0.22%,1114.72
09/29/2011,-0.09%,1117.12
09/28/2011,-0.22%,1118.18
09/27/2011,0.05%,1120.67
09/26/2011,-0.21%,1120.16
09/23/2011,-0.16%,1122.56
09/22/2011,-0.72%,1124.38
09/21/2011,-0.30%,1132.51
09/20/2011,0.20%,1135.88
09/19/2011,-0.25%,1133.56
09/16/2011,-0.07%,1136.37
09/15/2011,0.05%,1137.13
09/14/2011,-0.08%,1136.51
09/13/2011,-0.03%,1137.46
09/12/2011,-0.33%,1137.81
09/09/2011,-0.09%,1141.53
09/08/2011,0.03%,1142.59
09/07/2011,0.05%,1142.24
09/06/2011,-0.34%,1141.66
09/02/2011,-0.24%,1145.53
09/01/2011,-0.07%,1148.23
08/31/2011,0.25%,1149.02
08/30/2011,0.11%,1146.15
08/29/2011,0.25%,1144.91
08/26/2011,0.07%,1142.1
08/25/2011,-0.06%,1141.35
08/24/2011,-0.03%,1142.02
08/23/2011,-0.06%,1142.39
08/22/2011,-0.15%,1143.11
08/19/2011,-0.26%,1144.88
08/18/2011,-0.66%,1147.85
08/17/2011,-0.03%,1155.47
08/16/2011,-0.20%,1155.79
08/15/2011,0.40%,1158.12
08/12/2011,0.26%,1153.54
08/11/2011,0.36%,1150.53
08/10/2011,-0.10%,1146.45
08/09/2011,0.38%,1147.58
08/08/2011,-1.50%,1143.2
08/05/2011,-0.56%,1160.65
08/04/2011,-1.10%,1167.19
08/03/2011,-0.31%,1180.18
08/02/2011,-0.42%,1183.89
08/01/2011,-0.12%,1188.84
07/29/2011,-0.01%,1190.29
07/28/2011,-0.16%,1190.43
07/27/2011,-0.34%,1192.31
07/26/2011,0.10%,1196.38
07/25/2011,-0.11%,1195.21
07/22/2011,0.19%,1196.55
07/21/2011,0.04%,1194.3
07/20/2011,-0.04%,1193.83
07/19/2011,0.27%,1194.35
07/18/2011,-0.12%,1191.17
07/15/2011,0.26%,1192.63
07/14/2011,-0.14%,1189.56
07/13/2011,0.11%,1191.26
07/12/2011,-0.13%,1189.95
07/11/2011,-0.50%,1191.53
07/08/2011,-0.01%,1197.55
07/07/2011,0.23%,1197.7
07/06/2011,0.03%,1195.01
07/05/2011,0.16%,1194.63
07/01/2011,0.10%,1192.69
06/30/2011,0.37%,1191.54
06/29/2011,0.19%,1187.18
06/28/2011,0.19%,1184.92
06/27/2011,-0.10%,1182.7
06/24/2011,-0.12%,1183.88
06/23/2011,-0.17%,1185.25
06/22/2011,-0.02%,1187.27
06/21/2011,0.30%,1187.5
06/20/2011,-0.12%,1183.93
06/17/2011,-0.08%,1185.4
06/16/2011,-0.33%,1186.33
06/15/2011,-0.31%,1190.25
06/14/2011,-0.03%,1193.93
06/13/2011,-0.19%,1194.27
06/10/2011,-0.23%,1196.58
06/09/2011,0.03%,1199.32
06/08/2011,-0.24%,1198.97
06/07/2011,0.11%,1201.88
06/06/2011,-0.29%,1200.54
06/03/2011,-0.15%,1204.01
06/02/2011,-0.15%,1205.83
06/01/2011,-0.27%,1207.62
05/31/2011,0.44%,1210.84
05/27/2011,0.20%,1205.51
05/26/2011,0.03%,1203.14
05/25/2011,0.09%,1202.84
05/24/2011,0.05%,1201.74
05/23/2011,-0.43%,1201.13
05/20/2011,-0.03%,1206.35
05/19/2011,0.10%,1206.74
05/18/2011,0.24%,1205.53
05/17/2011,-0.26%,1202.7
05/16/2011,-0.19%,1205.89
05/13/2011,-0.22%,1208.19
05/12/2011,-0.19%,1210.85
05/11/2011,-0.31%,1213.16
05/10/2011,0.17%,1216.95
05/09/2011,0.30%,1214.85
05/06/2011,0.12%,1211.27
05/05/2011,-0.52%,1209.87
05/04/2011,-0.50%,1216.19
05/03/2011,-0.30%,1222.28
05/02/2011,-0.16%,1225.94
04/29/2011,0.21%,1227.95
04/28/2011,-0.01%,1225.34
04/27/2011,0.07%,1225.48
04/26/2011,0.06%,1224.56
04/25/2011,-0.03%,1223.82
04/21/2011,0.15%,1224.24
04/20/2011,0.37%,1222.42
04/19/2011,-0.01%,1217.86
04/18/2011,-0.46%,1217.99
04/15/2011,0.06%,1223.6
04/14/2011,-0.08%,1222.92
04/13/2011,0.06%,1223.87
04/12/2011,-0.34%,1223.14
04/11/2011,-0.28%,1227.32
04/08/2011,0.22%,1230.76
04/07/2011,0.00%,1228.01
04/06/2011,-0.01%,1227.95
04/05/2011,0.12%,1228.06
04/04/2011,0.06%,1226.61
04/01/2011,0.30%,1225.85
03/31/2011,0.22%,1222.22
03/30/2011,0.03%,1219.48
03/29/2011,-0.06%,1219.09
03/28/2011,-0.10%,1219.79
03/25/2011,-0.07%,1221.06
03/24/2011,0.21%,1221.92
03/23/2011,0.14%,1219.39
03/22/2011,-0.08%,1217.65
03/21/2011,0.21%,1218.56
03/18/2011,0.11%,1216.02
03/17/2011,0.39%,1214.73
03/16/2011,0.02%,1210.07
03/15/2011,-0.72%,1209.88
03/14/2011,-0.27%,1218.6
03/11/2011,-0.10%,1221.86
03/10/2011,-0.65%,1223.05
03/09/2011,-0.08%,1231
03/08/2011,0.08%,1231.94
03/07/2011,-0.18%,1230.97
03/04/2011,0.01%,1233.19
03/03/2011,0.01%,1233.07
03/02/2011,0.01%,1232.92
03/01/2011,-0.02%,1232.8
02/28/2011,0.21%,1233.02
02/25/2011,0.24%,1230.37
02/24/2011,-0.17%,1227.41
02/23/2011,-0.11%,1229.52
02/22/2011,-0.36%,1230.89
02/18/2011,-0.07%,1235.32
02/17/2011,0.25%,1236.17
02/16/2011,0.17%,1233.09
02/15/2011,0.03%,1230.98
02/14/2011,0.17%,1230.67
02/11/2011,-0.05%,1228.54
02/10/2011,-0.10%,1229.13
02/09/2011,-0.06%,1230.33
02/08/2011,0.19%,1231.12
02/07/2011,0.08%,1228.76
02/04/2011,-0.03%,1227.75
02/03/2011,0.20%,1228.14
02/02/2011,-0.11%,1225.66
02/01/2011,0.24%,1227.07
01/31/2011,0.11%,1224.09
01/28/2011,-0.06%,1222.76
01/27/2011,-0.20%,1223.52
01/26/2011,0.28%,1225.96
01/25/2011,-0.03%,1222.51
01/24/2011,0.10%,1222.86
01/21/2011,0.01%,1221.58
01/20/2011,-0.32%,1221.45
01/19/2011,-0.23%,1225.41
01/18/2011,-0.06%,1228.28
01/14/2011,-0.08%,1228.96
01/13/2011,-0.13%,1229.99
01/12/2011,0.32%,1231.56
01/11/2011,0.58%,1227.68
01/10/2011,0.05%,1220.62
01/07/2011,-0.07%,1220.02
01/06/2011,0.00%,1220.83
01/05/2011,0.08%,1220.77
01/04/2011,0.06%,1219.78
01/03/2011,0.15%,1219.07
12/31/2010,0.43%,1217.3
12/30/2010,0.07%,1212.14
12/29/2010,0.14%,1211.27
12/28/2010,0.04%,1209.58
12/27/2010,-0.09%,1209.04
12/23/2010,0.09%,1210.1
12/22/2010,0.06%,1208.97
12/21/2010,0.16%,1208.21
12/20/2010,0.04%,1206.28
12/17/2010,0.05%,1205.81
12/16/2010,-0.05%,1205.19
12/15/2010,-0.03%,1205.83
12/14/2010,0.05%,1206.24
12/13/2010,0.20%,1205.64
